effect_id,card_number,card_name,card_kind,rarity,creature_type,magic_type,magic_subtype,is_equip,trigger,condition_type,condition_values_json,action_order,effect_group,engine_action_type,reusable_function,target,value_text,stat_changes_json,structured_params_json,damage_type,duration_type,duration_amount,duration_unit,duration_text,stack_rule,tick_timing,requires_response_window,source_linked,uses_anchoring,needs_manual_review,implementation_notes,original_effect_text,engine_effect_json
079-E01,079,Raging Inferno,MAGIC,Common,,INFINITE,EQUIP,TRUE,ON_EQUIPPED_CREATURE_DAMAGED_IN_BATTLE,TEXT,"{""type"": ""TEXT"", ""text"": ""Equipped creature is damaged in battle""}",1,Triggered Damage,DEAL_INSTANT_DAMAGE,dealDirectDamage,Attacking creature,5 damage,[],"{""target"": ""Attacking creature"", ""valueText"": ""5 damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is damaged in battle""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": 5}",EFFECT_DAMAGE,INSTANT,,,Instant,,,FALSE,FALSE,TRUE,FALSE,,"If the equipped creature is damaged in battle, inflict 5 damage to the attacking creature.","{""id"": ""079-E01"", ""trigger"": ""ON_EQUIPPED_CREATURE_DAMAGED_IN_BATTLE"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is damaged in battle""}, ""actionType"": ""DEAL_INSTANT_DAMAGE"", ""effectGroup"": ""Triggered Damage"", ""actionText"": ""Inflict 5 damage to attacking creature"", ""target"": ""Attacking creature"", ""value"": ""5 damage"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""dealDirectDamage"", ""params"": {""target"": ""Attacking creature"", ""valueText"": ""5 damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is damaged in battle""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": 5}, ""notes"": """", ""needsReview"": false}"
080-E01,080,Sticky Goo,MAGIC,Uncommon,,LIGHTNING,NONE,FALSE,ON_OPPONENT_LANDS_HIT,OPPONENT_LANDS_HIT,"{""type"": ""OPPONENT_LANDS_HIT"", ""text"": ""Opponent lands a hit""}",1,Negation,NEGATE_ATTACK,negateAttack,Opponent attack,Negate the attack,[],"{""target"": ""Opponent attack"", ""valueText"": ""Negate the attack"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_LANDS_HIT"", ""text"": ""Opponent lands a hit""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,INSTANT,,,Instant,,,TRUE,FALSE,FALSE,FALSE,,Play this card from your hand when your opponent lands a hit. Negate the attack and reduce the attacking creature's Modifier to +0 for 1 turn cycle.,"{""id"": ""080-E01"", ""trigger"": ""ON_OPPONENT_LANDS_HIT"", ""condition"": {""type"": ""OPPONENT_LANDS_HIT"", ""text"": ""Opponent lands a hit""}, ""actionType"": ""NEGATE_ATTACK"", ""effectGroup"": ""Negation"", ""actionText"": ""Negate the attack"", ""target"": ""Opponent attack"", ""value"": ""Negate the attack"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""negateAttack"", ""params"": {""target"": ""Opponent attack"", ""valueText"": ""Negate the attack"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_LANDS_HIT"", ""text"": ""Opponent lands a hit""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
080-E02,080,Sticky Goo,MAGIC,Uncommon,,LIGHTNING,NONE,FALSE,AFTER_NEGATE_ATTACK,TEXT,"{""type"": ""TEXT"", ""text"": ""Sticky Goo negated an attack""}",2,Stat Set,APPLY_STAT_MODIFIER,applyStatModifier,Attacking creature,Modifier set to +0,"[{""stat"": ""MODIFIER"", ""operation"": ""SET"", ""value"": 0}]","{""target"": ""Attacking creature"", ""valueText"": ""Modifier set to +0"", ""statChanges"": [{""stat"": ""MODIFIER"", ""operation"": ""SET"", ""value"": 0}], ""condition"": {""type"": ""TEXT"", ""text"": ""Sticky Goo negated an attack""}, ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,TURN_CYCLES,1,TURN_CYCLE,1 turn cycle,,,FALSE,FALSE,FALSE,FALSE,Temporary stat set. Expires after 1 turn cycle. Turn cycle is one full round back to the same player.,Play this card from your hand when your opponent lands a hit. Negate the attack and reduce the attacking creature's Modifier to +0 for 1 turn cycle.,"{""id"": ""080-E02"", ""trigger"": ""AFTER_NEGATE_ATTACK"", ""condition"": {""type"": ""TEXT"", ""text"": ""Sticky Goo negated an attack""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Set"", ""actionText"": ""Set attacking creature Modifier to 0"", ""target"": ""Attacking creature"", ""value"": ""Modifier set to +0"", ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Attacking creature"", ""valueText"": ""Modifier set to +0"", ""statChanges"": [{""stat"": ""MODIFIER"", ""operation"": ""SET"", ""value"": 0}], ""condition"": {""type"": ""TEXT"", ""text"": ""Sticky Goo negated an attack""}, ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Temporary stat set. Expires after 1 turn cycle. Turn cycle is one full round back to the same player."", ""needsReview"": false}"
081-E01,081,Phoenix Armor,MAGIC,Legendary,,INFINITE,EQUIP,TRUE,AT_BEGINNING_OF_EQUIPPED_CREATURE_TURN,TEXT,"{""type"": ""TEXT"", ""text"": ""Beginning of equipped creature controller's turn""}",1,Recurring Damage,DEAL_INSTANT_DAMAGE,dealDirectDamage,Equipped creature,10 damage,[],"{""target"": ""Equipped creature"", ""valueText"": ""10 damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Beginning of equipped creature controller's turn""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": ""BEGINNING_OF_EQUIPPED_CREATURE_TURN"", ""amount"": 10}",EFFECT_DAMAGE,WHILE_EQUIPPED,,,While equipped,,BEGINNING_OF_EQUIPPED_CREATURE_TURN,FALSE,FALSE,TRUE,FALSE,,"The equipped creature receives 10 damage at the beginning of their turns. If the equipped creature is killed, send this card to the cemetery and restore equipped creature's HP to 50%.","{""id"": ""081-E01"", ""trigger"": ""AT_BEGINNING_OF_EQUIPPED_CREATURE_TURN"", ""condition"": {""type"": ""TEXT"", ""text"": ""Beginning of equipped creature controller's turn""}, ""actionType"": ""DEAL_INSTANT_DAMAGE"", ""effectGroup"": ""Recurring Damage"", ""actionText"": ""Deal 10 damage to equipped creature"", ""target"": ""Equipped creature"", ""value"": ""10 damage"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""dealDirectDamage"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""10 damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Beginning of equipped creature controller's turn""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": ""BEGINNING_OF_EQUIPPED_CREATURE_TURN"", ""amount"": 10}, ""notes"": """", ""needsReview"": false}"
081-E02,081,Phoenix Armor,MAGIC,Legendary,,INFINITE,EQUIP,TRUE,IF_EQUIPPED_CREATURE_KILLED,TEXT,"{""type"": ""TEXT"", ""text"": ""Equipped creature is killed""}",2,Replacement/Healing,HEAL_CREATURE,healFlat,Equipped creature,Restore HP to 50%,[],"{""target"": ""Equipped creature"", ""valueText"": ""Restore HP to 50%"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is killed""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null, ""restoreHpPercent"": 50, ""rounding"": ""CEIL"", ""alsoSendThisCardTo"": ""CEMETERY""}",,INSTANT,,,Instant,,,FALSE,FALSE,TRUE,TRUE,Half values round up. Needs engine decision whether this replaces the kill or restores after kill before cemetery move.,"The equipped creature receives 10 damage at the beginning of their turns. If the equipped creature is killed, send this card to the cemetery and restore equipped creature's HP to 50%.","{""id"": ""081-E02"", ""trigger"": ""IF_EQUIPPED_CREATURE_KILLED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is killed""}, ""actionType"": ""HEAL_CREATURE"", ""effectGroup"": ""Replacement/Healing"", ""actionText"": ""Send this card to cemetery and restore equipped creature HP to 50%"", ""target"": ""Equipped creature"", ""value"": ""Restore HP to 50%"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""healFlat"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""Restore HP to 50%"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is killed""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null, ""restoreHpPercent"": 50, ""rounding"": ""CEIL"", ""alsoSendThisCardTo"": ""CEMETERY""}, ""notes"": ""Half values round up. Needs engine decision whether this replaces the kill or restores after kill before cemetery move."", ""needsReview"": true}"
082-E01,082,Poisoned Potion,MAGIC,Uncommon,,LIGHTNING,NONE,FALSE,ON_OPPONENT_WOULD_HEAL,TEXT,"{""type"": ""TEXT"", ""text"": ""Opponent intends to heal their creature""}",1,Healing Negation,NEGATE_HEALING_AND_CONVERT_TO_DAMAGE,negateHealingAndConvertToDamage,Opponent creature being healed,Take healing amount as damage instead,[],"{""target"": ""Opponent creature being healed"", ""valueText"": ""Take healing amount as damage instead"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent intends to heal their creature""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",EFFECT_DAMAGE,INSTANT,,,Instant,,,TRUE,FALSE,FALSE,FALSE,,Play this card when your opponent intends to heal their creature. Negate the healing and force their creature to take the healing amount as damage instead.,"{""id"": ""082-E01"", ""trigger"": ""ON_OPPONENT_WOULD_HEAL"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent intends to heal their creature""}, ""actionType"": ""NEGATE_HEALING_AND_CONVERT_TO_DAMAGE"", ""effectGroup"": ""Healing Negation"", ""actionText"": ""Negate healing and convert amount to damage"", ""target"": ""Opponent creature being healed"", ""value"": ""Take healing amount as damage instead"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""negateHealingAndConvertToDamage"", ""params"": {""target"": ""Opponent creature being healed"", ""valueText"": ""Take healing amount as damage instead"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent intends to heal their creature""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
083-E01,083,Demonic Turtle,CREATURE,Legendary,Demon,,,FALSE,DURING_DAMAGE_CALC,TEXT,"{""type"": ""TEXT"", ""text"": ""This card has lower SPD than opponent primary creature""}",1,Damage Reduction,APPLY_DAMAGE_REDUCTION,applyDamageReduction,This card,Reduce all Atk damage received by 1/2,[],"{""target"": ""This card"", ""valueText"": ""Reduce all Atk damage received by 1/2"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card has lower SPD than opponent primary creature""}, ""duration"": {""text"": ""Current battle"", ""type"": ""CURRENT_BATTLE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null, ""fractionNumerator"": 1, ""fractionDenominator"": 2, ""rounding"": ""CEIL""}",ATTACK_DAMAGE,CURRENT_BATTLE,,,Current battle,,,FALSE,FALSE,FALSE,FALSE,Half values round up.,"If this card has a lower SPD stat than your opponent's primary creature, reduce all Atk damage this card receives by 1/2. Inflict the reduced damage back on the attacking creature.","{""id"": ""083-E01"", ""trigger"": ""DURING_DAMAGE_CALC"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card has lower SPD than opponent primary creature""}, ""actionType"": ""APPLY_DAMAGE_REDUCTION"", ""effectGroup"": ""Damage Reduction"", ""actionText"": ""Reduce Atk damage by half"", ""target"": ""This card"", ""value"": ""Reduce all Atk damage received by 1/2"", ""duration"": {""text"": ""Current battle"", ""type"": ""CURRENT_BATTLE""}, ""reusableFunction"": ""applyDamageReduction"", ""params"": {""target"": ""This card"", ""valueText"": ""Reduce all Atk damage received by 1/2"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card has lower SPD than opponent primary creature""}, ""duration"": {""text"": ""Current battle"", ""type"": ""CURRENT_BATTLE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null, ""fractionNumerator"": 1, ""fractionDenominator"": 2, ""rounding"": ""CEIL""}, ""notes"": ""Half values round up."", ""needsReview"": false}"
083-E02,083,Demonic Turtle,CREATURE,Legendary,Demon,,,FALSE,AFTER_DAMAGE_REDUCED,TEXT,"{""type"": ""TEXT"", ""text"": ""Demonic Turtle reduced Atk damage""}",2,Damage Reflection,REFLECT_PREVENTED_DAMAGE,reflectPreventedDamage,Attacking creature,Inflict the reduced/prevented damage back,[],"{""target"": ""Attacking creature"", ""valueText"": ""Inflict the reduced/prevented damage back"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Demonic Turtle reduced Atk damage""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amountSource"": ""PREVENTED_DAMAGE""}",EFFECT_DAMAGE,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,"If this card has a lower SPD stat than your opponent's primary creature, reduce all Atk damage this card receives by 1/2. Inflict the reduced damage back on the attacking creature.","{""id"": ""083-E02"", ""trigger"": ""AFTER_DAMAGE_REDUCED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Demonic Turtle reduced Atk damage""}, ""actionType"": ""REFLECT_PREVENTED_DAMAGE"", ""effectGroup"": ""Damage Reflection"", ""actionText"": ""Reflect reduced damage to attacker"", ""target"": ""Attacking creature"", ""value"": ""Inflict the reduced/prevented damage back"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""reflectPreventedDamage"", ""params"": {""target"": ""Attacking creature"", ""valueText"": ""Inflict the reduced/prevented damage back"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Demonic Turtle reduced Atk damage""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amountSource"": ""PREVENTED_DAMAGE""}, ""notes"": """", ""needsReview"": false}"
084-E01,084,Vampire Lord,CREATURE,Legendary,Undead,,,FALSE,DURING_YOUR_TURN_ACTIVATED,TEXT,"{""type"": ""TEXT"", ""text"": ""You choose creature in hand""}",1,Cost,PAY_CARD_COST,payCardCost,1 creature from your hand,Send to your cemetery,[],"{""target"": ""1 creature from your hand"", ""valueText"": ""Send to your cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""You choose creature in hand""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""fromZone"": ""HAND"", ""toZone"": ""CEMETERY"", ""cardKind"": ""CREATURE"", ""count"": 1}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,"During your turn, you may send 1 creature from your hand to your cemetery. Heal this card 2x the amount of the total HP of the sent creature.","{""id"": ""084-E01"", ""trigger"": ""DURING_YOUR_TURN_ACTIVATED"", ""condition"": {""type"": ""TEXT"", ""text"": ""You choose creature in hand""}, ""actionType"": ""PAY_CARD_COST"", ""effectGroup"": ""Cost"", ""actionText"": ""Send selected creature from hand to cemetery"", ""target"": ""1 creature from your hand"", ""value"": ""Send to your cemetery"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""payCardCost"", ""params"": {""target"": ""1 creature from your hand"", ""valueText"": ""Send to your cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""You choose creature in hand""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""fromZone"": ""HAND"", ""toZone"": ""CEMETERY"", ""cardKind"": ""CREATURE"", ""count"": 1}, ""notes"": """", ""needsReview"": false}"
084-E02,084,Vampire Lord,CREATURE,Legendary,Undead,,,FALSE,AFTER_COST_PAID,TEXT,"{""type"": ""TEXT"", ""text"": ""Creature sent to cemetery by Life Drain""}",2,Healing,HEAL_BY_SENT_CREATURE_HP,healBySentCreatureHp,This card,Heal 2x sent creature total HP,[],"{""target"": ""This card"", ""valueText"": ""Heal 2x sent creature total HP"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Creature sent to cemetery by Life Drain""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""multiplier"": 2, ""basis"": ""SENT_CREATURE_TOTAL_HP""}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,"During your turn, you may send 1 creature from your hand to your cemetery. Heal this card 2x the amount of the total HP of the sent creature.","{""id"": ""084-E02"", ""trigger"": ""AFTER_COST_PAID"", ""condition"": {""type"": ""TEXT"", ""text"": ""Creature sent to cemetery by Life Drain""}, ""actionType"": ""HEAL_BY_SENT_CREATURE_HP"", ""effectGroup"": ""Healing"", ""actionText"": ""Heal this card based on sent creature HP"", ""target"": ""This card"", ""value"": ""Heal 2x sent creature total HP"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""healBySentCreatureHp"", ""params"": {""target"": ""This card"", ""valueText"": ""Heal 2x sent creature total HP"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Creature sent to cemetery by Life Drain""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""multiplier"": 2, ""basis"": ""SENT_CREATURE_TOTAL_HP""}, ""notes"": """", ""needsReview"": false}"
